Lähdekansio;Tiedostonimi;Tunniste;Koko (KB);Luotu;Muokattu;Koko Tiedostopolku
Kesko vastaus 3.2.2026;2025-02-12_16-34_Par_Fwd Uusi viesti lomakkeesta Ota yhteyttä - porho.f.eml;.eml;25.03;2026-03-23 13:42:50;2026-03-23 13:42:51;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-12_16-34_Par_Fwd Uusi viesti lomakkeesta Ota yhteyttä - porho.f.eml
Kesko vastaus 3.2.2026;2025-02-12_17-04_Par_Re Fwd Uusi viesti lomakkeesta Ota yhteyttä - porh.eml;.eml;8.3;2026-03-23 13:44:09;2026-03-23 13:44:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-12_17-04_Par_Re Fwd Uusi viesti lomakkeesta Ota yhteyttä - porh.eml
Kesko vastaus 3.2.2026;2025-02-12_17-23_Par_Re VS Re VS Re VS Re WAUZZZ4M4JD052978 CRM0188075.eml;.eml;23.2;2026-03-23 13:44:09;2026-03-23 13:44:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-12_17-23_Par_Re VS Re VS Re VS Re WAUZZZ4M4JD052978 CRM0188075.eml
Kesko vastaus 3.2.2026;2025-02-13_11-01_Par_Upodate from Finland Audi Q7 e-tron VIN WAUZZZ4M4J.eml;.eml;4.95;2026-03-23 13:44:09;2026-03-23 13:44:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-13_11-01_Par_Upodate from Finland Audi Q7 e-tron VIN WAUZZZ4M4J.eml
Kesko vastaus 3.2.2026;2025-02-13_11-21_Par_Päivän postia Audille Saksaan....eml;.eml;4.4;2026-03-23 13:44:09;2026-03-23 13:44:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-13_11-21_Par_Päivän postia Audille Saksaan....eml
Kesko vastaus 3.2.2026;2025-02-16_12-31_Par_Urgent Update    Audi Q7 e-tron VIN WAUZZZ4M4JD052.eml;.eml;200.69;2026-03-23 13:44:09;2026-03-23 13:44:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-16_12-31_Par_Urgent Update    Audi Q7 e-tron VIN WAUZZZ4M4JD052.eml
Kesko vastaus 3.2.2026;2025-02-17_12-35_Par_Re Fwd Uusi viesti lomakkeesta Ota yhteyttä - porh.eml;.eml;36.57;2026-03-23 13:42:50;2026-03-23 13:42:51;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-17_12-35_Par_Re Fwd Uusi viesti lomakkeesta Ota yhteyttä - porh.eml
Kesko vastaus 3.2.2026;2025-02-17_12-55_Par_Re Fwd Uusi viesti lomakkeesta Ota yhteyttä - porh.eml;.eml;12.39;2026-03-23 13:44:09;2026-03-23 13:44:12;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-17_12-55_Par_Re Fwd Uusi viesti lomakkeesta Ota yhteyttä - porh.eml
Kesko vastaus 3.2.2026;2025-02-19_20-53_Par_Raportti tunnukselle WAUZZZ4M4JD052978 on valmis.eml;.eml;49.95;2026-03-23 13:42:50;2026-03-23 13:43:10;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-19_20-53_Par_Raportti tunnukselle WAUZZZ4M4JD052978 on valmis.eml
Kesko vastaus 3.2.2026;2025-02-20_11-21_Par_Re VS Re VS Re VS Re WAUZZZ4M4JD052978 CRM0188075.eml;.eml;22.26;2026-03-23 13:44:33;2026-03-23 13:44:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-20_11-21_Par_Re VS Re VS Re VS Re WAUZZZ4M4JD052978 CRM0188075.eml
Kesko vastaus 3.2.2026;2025-02-20_12-04_Par_Re VS Re VS Re VS Re WAUZZZ4M4JD052978 CRM0188075.eml;.eml;26.22;2026-03-23 13:44:13;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-20_12-04_Par_Re VS Re VS Re VS Re WAUZZZ4M4JD052978 CRM0188075.eml
Kesko vastaus 3.2.2026;2025-02-21_09-53_Par_Pörhön Autoliikkeen vastuu Audi Q7 e-tron -ajoneuv.eml;.eml;5.47;2026-03-23 13:44:13;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-21_09-53_Par_Pörhön Autoliikkeen vastuu Audi Q7 e-tron -ajoneuv.eml
Kesko vastaus 3.2.2026;2025-02-21_15-55_Par_Re Pörhön Autoliikkeen vastuu Audi Q7 e-tron -ajon.eml;.eml;12.59;2026-03-23 13:44:13;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-21_15-55_Par_Re Pörhön Autoliikkeen vastuu Audi Q7 e-tron -ajon.eml
Kesko vastaus 3.2.2026;2025-02-21_17-59_Par_Urgent  Buy-Back Request for Audi Q7 e-tron  Ongoi.eml;.eml;4.17;2026-03-23 13:44:13;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-21_17-59_Par_Urgent  Buy-Back Request for Audi Q7 e-tron  Ongoi.eml
Kesko vastaus 3.2.2026;2025-02-21_18-05_Par_Re Ihre Anfrage bei Audi vom 21.02.2025 Vorgangsnu.eml;.eml;2.26;2026-03-23 13:44:13;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-21_18-05_Par_Re Ihre Anfrage bei Audi vom 21.02.2025 Vorgangsnu.eml
Kesko vastaus 3.2.2026;2025-02-21_18-52_Par_Viimeinen yritys  Buy-Back-ratkaisun toteutus Audi.eml;.eml;4.8;2026-03-23 13:44:13;2026-03-23 13:44:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-21_18-52_Par_Viimeinen yritys  Buy-Back-ratkaisun toteutus Audi.eml
Kesko vastaus 3.2.2026;2025-02-23_17-58_Par_Vakava rikkomus K-Auto Oyn toimitusjohtaja Johanna.eml;.eml;0.75;2026-03-23 13:44:33;2026-03-23 13:44:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-23_17-58_Par_Vakava rikkomus K-Auto Oyn toimitusjohtaja Johanna.eml
Kesko vastaus 3.2.2026;2025-02-23_19-04_Par_Valitus Johanna Alin toiminnasta  K-Auto Oy Corpor.eml;.eml;16423.48;2026-03-23 13:44:13;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-23_19-04_Par_Valitus Johanna Alin toiminnasta  K-Auto Oy Corpor.eml
Kesko vastaus 3.2.2026;2025-02-24_14-13_Par_VS Valitus Johanna Alin toiminnasta  K-Auto Oy Cor.eml;.eml;17.88;2026-03-23 13:42:50;2026-03-23 13:43:10;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-24_14-13_Par_VS Valitus Johanna Alin toiminnasta  K-Auto Oy Cor.eml
Kesko vastaus 3.2.2026;2025-02-24_15-16_Par_Audi case raportti.eml;.eml;5.72;2026-03-23 13:42:57;2026-03-23 13:49:24;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-24_15-16_Par_Audi case raportti.eml
Kesko vastaus 3.2.2026;2025-02-24_16-04_Par_Fwd Valitus Johanna Alin toiminnasta  K-Auto Oy Co.eml;.eml;16423.86;2026-03-23 13:44:16;2026-03-23 13:45:51;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-24_16-04_Par_Fwd Valitus Johanna Alin toiminnasta  K-Auto Oy Co.eml
Kesko vastaus 3.2.2026;2025-02-24_16-10_Par_Tämänpäiväinen tapahtuma Pörhön Autoliike Oy Kemin.eml;.eml;2.43;2026-03-23 13:44:16;2026-03-23 13:45:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-24_16-10_Par_Tämänpäiväinen tapahtuma Pörhön Autoliike Oy Kemin.eml
Kesko vastaus 3.2.2026;2025-02-24_16-17_Par_Re VS Valitus Johanna Alin toiminnasta  K-Auto Oy .eml;.eml;9.39;2026-03-23 13:44:16;2026-03-23 13:45:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-24_16-17_Par_Re VS Valitus Johanna Alin toiminnasta  K-Auto Oy .eml
Kesko vastaus 3.2.2026;2025-02-25_10-59_Par_SpeakUp Sinulla on uusi viesti.eml;.eml;13.12;2026-03-23 13:42:50;2026-03-23 13:42:51;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-25_10-59_Par_SpeakUp Sinulla on uusi viesti.eml
Kesko vastaus 3.2.2026;2025-02-25_14-53_Par_RZS-139.eml;.eml;25.38;2026-03-23 13:42:50;2026-03-23 13:42:51;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-25_14-53_Par_RZS-139.eml
Kesko vastaus 3.2.2026;2025-02-25_15-01_Par_Re RZS-139.eml;.eml;4.85;2026-03-23 13:44:33;2026-03-23 13:44:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-25_15-01_Par_Re RZS-139.eml
Kesko vastaus 3.2.2026;2025-02-25_19-35_Par_Re RZS-139.eml;.eml;4.26;2026-03-23 13:44:16;2026-03-23 13:45:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-25_19-35_Par_Re RZS-139.eml
Kesko vastaus 3.2.2026;2025-02-26_12-09_Par_Re Ihr Audi Q7 e-tron.eml;.eml;6.18;2026-03-23 13:44:16;2026-03-23 13:45:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-26_12-09_Par_Re Ihr Audi Q7 e-tron.eml
Kesko vastaus 3.2.2026;2025-02-26_12-28_Par_Re Ihr Audi Q7 e-tron.eml;.eml;7.84;2026-03-23 13:44:16;2026-03-23 13:45:49;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-26_12-28_Par_Re Ihr Audi Q7 e-tron.eml
Kesko vastaus 3.2.2026;2025-02-27_09-10_Par_Re RZS-139.eml;.eml;4.43;2026-03-23 13:44:16;2026-03-23 13:45:49;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-27_09-10_Par_Re RZS-139.eml
Kesko vastaus 3.2.2026;2025-02-27_12-34_Par_Tietopyyntö Pörhön Autoliike Oy 27.2.2025.eml;.eml;58.31;2026-03-23 13:44:16;2026-03-23 13:45:49;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-27_12-34_Par_Tietopyyntö Pörhön Autoliike Oy 27.2.2025.eml
Kesko vastaus 3.2.2026;2025-02-27_14-59_Par_Fwd Tietopyyntö Pörhön Autoliike Oy 27.2.2025.eml;.eml;75.49;2026-03-23 13:42:56;2026-03-23 13:43:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-27_14-59_Par_Fwd Tietopyyntö Pörhön Autoliike Oy 27.2.2025.eml
Kesko vastaus 3.2.2026;2025-02-27_15-35_Par_Re Fwd Tietopyyntö Pörhön Autoliike Oy 27.2.2025.eml;.eml;47.84;2026-03-23 13:44:16;2026-03-23 13:45:49;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-02-27_15-35_Par_Re Fwd Tietopyyntö Pörhön Autoliike Oy 27.2.2025.eml
Kesko vastaus 3.2.2026;2025-03-03_20-40_Par_Päivitys Audi RZS-139 tilanteeseen  Kaprio.eml;.eml;5.45;2026-03-23 13:44:16;2026-03-23 13:45:49;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-03_20-40_Par_Päivitys Audi RZS-139 tilanteeseen  Kaprio.eml
Kesko vastaus 3.2.2026;2025-03-03_21-09_Par_Re Ihr Audi Q7 e-tron.eml;.eml;5.45;2026-03-23 13:44:16;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-03_21-09_Par_Re Ihr Audi Q7 e-tron.eml
Kesko vastaus 3.2.2026;2025-03-04_13-15_Par_Re Päivitys Audi RZS-139 tilanteeseen  Kaprio.eml;.eml;46.6;2026-03-23 13:44:16;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-04_13-15_Par_Re Päivitys Audi RZS-139 tilanteeseen  Kaprio.eml
Kesko vastaus 3.2.2026;2025-03-04_13-56_Par_Re Ihr Audi Q7 e-tron.eml;.eml;76.49;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-04_13-56_Par_Re Ihr Audi Q7 e-tron.eml
Kesko vastaus 3.2.2026;2025-03-04_14-34_Par_Re Päivitys Audi RZS-139 tilanteeseen  Kaprio.eml;.eml;43.83;2026-03-23 13:42:56;2026-03-23 13:43:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-04_14-34_Par_Re Päivitys Audi RZS-139 tilanteeseen  Kaprio.eml
Kesko vastaus 3.2.2026;2025-03-06_00-29_Par_Audi Q7 e-tron -tapauksen oikeudellinen tilanne ja.eml;.eml;4697.83;2026-03-23 13:44:17;2026-03-23 13:45:48;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-06_00-29_Par_Audi Q7 e-tron -tapauksen oikeudellinen tilanne ja.eml
Kesko vastaus 3.2.2026;2025-03-08_08-35_Par_Tärkeä uusi tieto Markus  Heidi Q7 e-Tron.eml;.eml;5.17;2026-03-23 13:44:17;2026-03-23 13:44:18;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-08_08-35_Par_Tärkeä uusi tieto Markus  Heidi Q7 e-Tron.eml
Kesko vastaus 3.2.2026;2025-03-08_17-59_Par_PörhöRiitta Pörhö vastaus 5.tietopyyntööni.eml;.eml;13.0;2026-03-23 13:44:17;2026-03-23 13:44:18;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-08_17-59_Par_PörhöRiitta Pörhö vastaus 5.tietopyyntööni.eml
Kesko vastaus 3.2.2026;2025-03-10_17-01_Par_Markus Kaprio - Täydennyspyyntö 12 materiaalille.eml;.eml;15899.76;2026-03-23 13:44:18;2026-03-23 13:45:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-10_17-01_Par_Markus Kaprio - Täydennyspyyntö 12 materiaalille.eml
Kesko vastaus 3.2.2026;2025-03-10_17-17_Par_Kesko Oyj Harri Spolanderin viralliset kommentit j.eml;.eml;261.32;2026-03-23 13:44:19;2026-03-23 13:45:44;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-10_17-17_Par_Kesko Oyj Harri Spolanderin viralliset kommentit j.eml
Kesko vastaus 3.2.2026;2025-03-12_15-17_Par_Virka-apupyyntö poliisille Asiakirjojen luovuttami.eml;.eml;24.54;2026-03-23 13:44:19;2026-03-23 13:45:44;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-12_15-17_Par_Virka-apupyyntö poliisille Asiakirjojen luovuttami.eml
Kesko vastaus 3.2.2026;2025-03-15_14-51_Par_Re Ihr Audi Q7 e-tron  Markus Kaprio.eml;.eml;646.87;2026-03-23 13:44:19;2026-03-23 13:45:44;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-15_14-51_Par_Re Ihr Audi Q7 e-tron  Markus Kaprio.eml
Kesko vastaus 3.2.2026;2025-03-17_11-32_Par_Täydennys Poliisin virka-apu pyyntöön  Markus Kapr.eml;.eml;4.79;2026-03-23 13:44:19;2026-03-23 13:45:43;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-17_11-32_Par_Täydennys Poliisin virka-apu pyyntöön  Markus Kapr.eml
Kesko vastaus 3.2.2026;2025-03-17_15-26_Par_Re Päätös virka-apuun.eml;.eml;17.65;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-17_15-26_Par_Re Päätös virka-apuun.eml
Kesko vastaus 3.2.2026;2025-03-18_09-40_Par_Re VS Täydennys Poliisin virka-apupyyntöön  Markus.eml;.eml;17.7;2026-03-23 13:44:19;2026-03-23 13:45:43;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-18_09-40_Par_Re VS Täydennys Poliisin virka-apupyyntöön  Markus.eml
Kesko vastaus 3.2.2026;2025-03-18_09-53_Par_Re VS VS Täydennys Poliisin virka-apupyyntöön  Mar.eml;.eml;33.44;2026-03-23 13:44:19;2026-03-23 13:45:42;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-18_09-53_Par_Re VS VS Täydennys Poliisin virka-apupyyntöön  Mar.eml
Kesko vastaus 3.2.2026;2025-03-18_11-34_Par_Fwd Täydennys Poliisin virka-apu pyyntöön  Markus .eml;.eml;5.36;2026-03-23 13:44:19;2026-03-23 13:45:43;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-18_11-34_Par_Fwd Täydennys Poliisin virka-apu pyyntöön  Markus .eml
Kesko vastaus 3.2.2026;2025-03-19_20-14_Par_Dringende Erinnerung Buy-Back-Verfahren für Audi Q.eml;.eml;3.82;2026-03-23 13:44:19;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-19_20-14_Par_Dringende Erinnerung Buy-Back-Verfahren für Audi Q.eml
Kesko vastaus 3.2.2026;2025-03-20_10-26_Par_Asiakasoikeuksien laiminlyönti ja tiedon panttaami.eml;.eml;3.77;2026-03-23 13:44:33;2026-03-23 13:44:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-20_10-26_Par_Asiakasoikeuksien laiminlyönti ja tiedon panttaami.eml
Kesko vastaus 3.2.2026;2025-03-20_11-05_Par_Re D1468332025 Vahvistus ja lisäselvityspyyntö.eml;.eml;7.45;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-20_11-05_Par_Re D1468332025 Vahvistus ja lisäselvityspyyntö.eml
Kesko vastaus 3.2.2026;2025-03-31_17-51_Par_Re D1468332025 Vahvistus ja lisäselvityspyyntö.eml;.eml;1053.04;2026-03-23 13:44:19;2026-03-23 13:45:42;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-31_17-51_Par_Re D1468332025 Vahvistus ja lisäselvityspyyntö.eml
Kesko vastaus 3.2.2026;2025-03-31_18-41_Par_D1468332025 Lisälausuma Trafin dokumentaatiosta..eml;.eml;2562.26;2026-03-23 13:44:19;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-03-31_18-41_Par_D1468332025 Lisälausuma Trafin dokumentaatiosta..eml
Kesko vastaus 3.2.2026;2025-04-08_11-11_Par_Ajoneuvon siirtopyyntö.eml;.eml;49.3;2026-03-23 13:42:56;2026-03-23 13:43:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-04-08_11-11_Par_Ajoneuvon siirtopyyntö.eml
Kesko vastaus 3.2.2026;2025-04-13_17-52_Par_Täydennystä Markus Kaprio ja vika-analyysia jo saa.eml;.eml;5486.22;2026-03-23 13:44:20;2026-03-23 13:45:41;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-04-13_17-52_Par_Täydennystä Markus Kaprio ja vika-analyysia jo saa.eml
Kesko vastaus 3.2.2026;2025-04-13_18-35_Par_Re Ajoneuvon siirtopyyntö.eml;.eml;23.81;2026-03-23 13:44:20;2026-03-23 13:44:21;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-04-13_18-35_Par_Re Ajoneuvon siirtopyyntö.eml
Kesko vastaus 3.2.2026;2025-04-15_14-43_Par_Asianumero D1468332025 Markus Kaprio  vakava järje.eml;.eml;3.78;2026-03-23 13:44:21;2026-03-23 13:45:41;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-04-15_14-43_Par_Asianumero D1468332025 Markus Kaprio  vakava järje.eml
Kesko vastaus 3.2.2026;2025-04-16_15-51_Par_Asia D1468332025  Audi Q7 e-tron vakavat järjestel.eml;.eml;4.69;2026-03-23 13:44:21;2026-03-23 13:45:41;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-04-16_15-51_Par_Asia D1468332025  Audi Q7 e-tron vakavat järjestel.eml
Kesko vastaus 3.2.2026;2025-04-17_10-45_Par_VS Asia D1468332025  Audi Q7 e-tron vakavat järjes.eml;.eml;9.73;2026-03-23 13:42:56;2026-03-23 13:43:08;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-04-17_10-45_Par_VS Asia D1468332025  Audi Q7 e-tron vakavat järjes.eml
Kesko vastaus 3.2.2026;2025-05-13_17-11_Par_Kysely henkilötietojen ja ajoneuvon huoltohistoria.eml;.eml;31.87;2026-03-23 13:44:21;2026-03-23 13:45:41;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-13_17-11_Par_Kysely henkilötietojen ja ajoneuvon huoltohistoria.eml
Kesko vastaus 3.2.2026;2025-05-13_17-24_Par_Ilmoitus asian etenemisestätietosuojavaltuutetulle.eml;.eml;28.11;2026-03-23 13:44:21;2026-03-23 13:45:41;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-13_17-24_Par_Ilmoitus asian etenemisestätietosuojavaltuutetulle.eml
Kesko vastaus 3.2.2026;2025-05-14_12-12_Par_Re Ilmoitus asian etenemisestä tietosuojavaltuutet.eml;.eml;49.67;2026-03-23 13:42:56;2026-03-23 13:43:08;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-14_12-12_Par_Re Ilmoitus asian etenemisestä tietosuojavaltuutet.eml
Kesko vastaus 3.2.2026;2025-05-14_16-25_Par_Re Ilmoitus asian etenemisestä tietosuojavaltuutet.eml;.eml;16.81;2026-03-23 13:44:21;2026-03-23 13:45:41;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-14_16-25_Par_Re Ilmoitus asian etenemisestä tietosuojavaltuutet.eml
Kesko vastaus 3.2.2026;2025-05-14_18-21_Par_Huoltoliikkeen virhevastuun materiaalia asiantunti.eml;.eml;7.33;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-14_18-21_Par_Huoltoliikkeen virhevastuun materiaalia asiantunti.eml
Kesko vastaus 3.2.2026;2025-05-15_16-00_Fox_Ilmoitus vireillä olevasta kuluttajariita- ja tiet.eml;.eml;14.91;2026-03-23 13:41:10;2026-03-23 13:48:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-15_16-00_Fox_Ilmoitus vireillä olevasta kuluttajariita- ja tiet.eml
Kesko vastaus 3.2.2026;2025-05-15_22-19_Par_Asiakirjapyyntö  Audi Q7 e-tron Rek. RZS-139  VIN .eml;.eml;1.95;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-15_22-19_Par_Asiakirjapyyntö  Audi Q7 e-tron Rek. RZS-139  VIN .eml
Kesko vastaus 3.2.2026;2025-05-16_09-42_Par_Formal Notification to Audi AG  Concerning Data Pr.eml;.eml;3.32;2026-03-23 13:44:33;2026-03-23 13:44:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-16_09-42_Par_Formal Notification to Audi AG  Concerning Data Pr.eml
Kesko vastaus 3.2.2026;2025-05-16_09-51_Fox_Formal Notification to Audi AG  Concerning Data Pr.eml;.eml;10.1;2026-03-23 13:41:10;2026-03-23 13:48:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-16_09-51_Fox_Formal Notification to Audi AG  Concerning Data Pr.eml
Kesko vastaus 3.2.2026;2025-05-17_16-20_Par_Re D1468332025 Lisäselvityspyyntö.eml;.eml;8.02;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-17_16-20_Par_Re D1468332025 Lisäselvityspyyntö.eml
Kesko vastaus 3.2.2026;2025-05-17_16-21_Par_Fwd Re D1468332025 Lisäselvityspyyntö.eml;.eml;8.4;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-17_16-21_Par_Fwd Re D1468332025 Lisäselvityspyyntö.eml
Kesko vastaus 3.2.2026;2025-05-18_16-37_Par_Re D1468332025 Lisäselvityspyyntö ja sen uusi voim.eml;.eml;9.82;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-18_16-37_Par_Re D1468332025 Lisäselvityspyyntö ja sen uusi voim.eml
Kesko vastaus 3.2.2026;2025-05-18_16-48_Par_Fwd Re D1468332025 Lisäselvityspyyntö ja sen uusi .eml;.eml;10.23;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-18_16-48_Par_Fwd Re D1468332025 Lisäselvityspyyntö ja sen uusi .eml
Kesko vastaus 3.2.2026;2025-05-22_10-09_Fox_Re Your message to AUDI AG.eml;.eml;31.46;2026-03-23 13:41:10;2026-03-23 13:48:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-22_10-09_Fox_Re Your message to AUDI AG.eml
Kesko vastaus 3.2.2026;2025-05-23_15-53_Fox_Re Your message to AUDI AG.eml;.eml;29.32;2026-03-23 13:41:10;2026-03-23 13:48:49;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-23_15-53_Fox_Re Your message to AUDI AG.eml
Kesko vastaus 3.2.2026;2025-05-26_14-00_Par_Asia D1468332025  Tietosuojaprosessin laiminlyönti.eml;.eml;14.02;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-26_14-00_Par_Asia D1468332025  Tietosuojaprosessin laiminlyönti.eml
Kesko vastaus 3.2.2026;2025-05-26_14-06_Par_Fwd Asia D1468332025  Tietosuojaprosessin laiminly.eml;.eml;14.56;2026-03-23 13:44:21;2026-03-23 13:45:40;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2025-05-26_14-06_Par_Fwd Asia D1468332025  Tietosuojaprosessin laiminly.eml
